Crude Oil Price,Price Year-Month,Accident Year,Accident Year-Month,Accident Date,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
32.26,2015-12,2015,2015-12,2015-12-10,"SHELL PIPELINE CO., L.P.",EMIDIO TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,BAKERSFIELD,KERN,CA,35.0614452,-119.06351770000002,INCORRECT OPERATION,INCORRECT VALVE POSITION,4.93,0.0,4.93,0.0,NO,NO,YES,12/10/2015 10:00,12/10/2015 19:25,0.0,0.0,0.0,0.0,25000.0,5000.0,0.0,30000.0
32.26,2015-12,2015,2015-12,2015-12-11,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,HOBBS,LEA,NM,32.651509999999995,-103.138489,CORROSION,INTERNAL,1.5,0.0,1.5,0.0,NO,NO,YES,12/11/2015 10:30,12/11/2015 12:30,0.0,9000.0,45.0,0.0,0.0,0.0,0.0,9045.0
32.26,2015-12,2015,2015-12,2015-12-14,"PLAINS PIPELINE, L.P.",COLORADO CITY BASIN,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HERMLEIGH,SCURRY,TX,32.53021,-100.83544,CORROSION,INTERNAL,10.0,0.0,10.0,0.0,NO,NO,YES,12/14/2015 14:15,12/14/2015 23:00,0.0,10900.0,400.0,0.0,12300.0,0.0,0.0,23600.0
32.26,2015-12,2015,2015-12,2015-12-14,ENTERPRISE CRUDE PIPELINE LLC,HSC,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOUSTON,HARRIS,TX,29.747625,-95.12879699999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,0.0,0.5,0.0,NO,NO,NO,Not Available,Not Available,0.0,2500.0,25.0,0.0,0.0,0.0,0.0,2525.0
32.26,2015-12,2015,2015-12,2015-12-15,"SHELL PIPELINE CO., L.P.",MARTINEZ PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,MARTINEZ,CONTRA COSTA,CA,38.0251564,-122.1292343,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.95,0.0,0.48,0.47,NO,NO,NO,Not Available,Not Available,0.0,0.0,30.0,0.0,205000.0,0.0,0.0,205030.0
32.26,2015-12,2015,2015-12,2015-12-16,"CHAPARRAL ENERGY, LLC",HOXBAR CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),Not Available,Not Available,Not Available,STEPHENS,OK,34.472502,-97.66435,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",21.0,464.0,0.0,21.0,NO,NO,YES,12/16/2015 13:45,12/17/2015 15:30,0.0,9000.0,155.0,2500.0,0.0,0.0,0.0,11655.0
32.26,2015-12,2015,2015-12,2015-12-17,"ONEOK NGL PIPELINE, LLC","ONEOK #1 10"" LAKE COLORADO CITY TO CR 349",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,NOLAN,TX,32.429722,-100.445277,CORROSION,EXTERNAL,0.02,0.0,0.0,0.02,NO,NO,YES,12/18/2015 9:30,12/20/2015 23:00,0.0,140600.0,3.0,0.0,50.0,300.0,0.0,140953.0
32.26,2015-12,2015,2015-12,2015-12-18,"PLAINS PIPELINE, L.P.",CASHION STATION,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,CASHION,KINGFISHER,OK,35.768817,-97.692603,CORROSION,INTERNAL,2.0,0.0,2.0,0.0,NO,NO,YES,12/18/2015 7:35,12/18/2015 14:00,0.0,5371.0,69.0,0.0,4359.0,0.0,0.0,9799.0
32.26,2015-12,2015,2015-12,2015-12-21,"MAGELLAN PIPELINE COMPANY, LP","LAMAR-TEXAS CITY 4"" LINE",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,TEXAS CITY,GALVESTON,TX,29.383570000000002,-94.92492,CORROSION,EXTERNAL,9.76,0.0,9.76,0.0,NO,NO,NO,Not Available,Not Available,0.0,20000.0,100.0,112761.0,168143.0,19643.0,129525.0,450172.0
32.26,2015-12,2015,2015-12,2015-12-23,"MAGELLAN PIPELINE COMPANY, LP",DES MOINES TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,DES MOINES,POLK,IA,41.56348,-93.52167,ALL OTHER CAUSES,MISCELLANEOUS,10.0,0.0,2.0,8.0,NO,NO,NO,Not Available,Not Available,0.0,155000.0,700.0,0.0,10000.0,25000.0,0.0,190700.0
32.26,2015-12,2015,2015-12,2015-12-24,SEADRIFT PIPELINE CORP,GCPL_ELLA-SEADRIFT_8IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,Not Available,REFUGIO COUNTY,TX,28.16015,-97.25506,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.8,0.0,0.0,0.8,NO,NO,NO,Not Available,Not Available,0.0,500.0,13.0,0.0,0.0,0.0,0.0,513.0
32.26,2015-12,2015,2015-12,2015-12-25,ENTERPRISE CRUDE PIPELINE LLC,OLNEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,OLNEY ,ARCHER COUNTY,TX,33.424147999999995,-98.750598,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,0.0,3.0,0.0,NO,NO,YES,12/25/2015 1:43,12/25/2015 10:20,0.0,2000.0,150.0,0.0,0.0,11200.0,0.0,13350.0
27.02,2016-01,2016,2016-01,2016-01-01,PHILLIPS 66 PIPELINE LLC,BEAUMONT TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,NEDERLAND,JEFFERSON,TX,29.991265999999996,-93.987165,CORROSION,INTERNAL,0.59,0.0,0.24,0.35,NO,NO,YES,1/1/2016 23:00,1/2/2016 22:15,0.0,9830.0,25.0,0.0,12945.0,0.0,0.0,22800.0
27.02,2016-01,2016,2016-01,2016-01-03,"PLAINS PIPELINE, L.P.",BRAHANEY JUNCTION STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,DENVER CITY,YOAKUM,TX,33.098846,-102.76849399999999,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,1850.0,0.0,1600.0,250.0,NO,NO,YES,1/3/2016 17:10,1/5/2016 12:00,0.0,0.0,7500.0,30000.0,94450.0,320000.0,0.0,451950.0
27.02,2016-01,2016,2016-01,2016-01-04,PHILLIPS 66 PIPELINE LLC,PR-01,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,HUTCHINSON,TX,35.849253999999995,-101.441487,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.35,0.0,0.0,0.35,NO,NO,NO,Not Available,Not Available,0.0,100.0,10.0,0.0,0.0,0.0,0.0,110.0
27.02,2016-01,2016,2016-01,2016-01-04,"MAGELLAN PIPELINE COMPANY, LP",MIDDLEBURY JCT.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,Not Available,LEE ,IL,41.78788,-89.16688,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,1.8,0.0,1.8,0.0,NO,NO,NO,Not Available,Not Available,0.0,490.0,200.0,0.0,84802.0,0.0,0.0,85492.0
27.02,2016-01,2016,2016-01,2016-01-05,PLANTATION PIPE LINE CO,COLLINS TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,COLLINS,COVINGTON,MS,31.635562,-89.517286,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.07,0.0,1.07,0.0,NO,NO,NO,Not Available,Not Available,0.0,165000.0,45.0,0.0,0.0,50.0,30000.0,195095.0
27.02,2016-01,2016,2016-01,2016-01-08,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,CUSHING,LINCOLN,OK,35.94155,-96.73679,INCORRECT OPERATION,INCORRECT INSTALLATION,4.0,0.0,4.0,0.0,NO,NO,YES,1/8/2016 5:15,1/8/2016 10:50,0.0,0.0,0.0,0.0,5000.0,3000.0,0.0,8000.0
27.02,2016-01,2016,2016-01,2016-01-08,"PLAINS PIPELINE, L.P.",CHINA GROVE,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,HERMLEIGH,SCURRY,TX,32.533257,-100.844335,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,200.0,0.0,200.0,0.0,NO,NO,YES,1/8/2016 6:50,1/11/2016 9:23,0.0,6000.0,525.0,0.0,16400.0,0.0,0.0,22925.0
27.02,2016-01,2016,2016-01,2016-01-08,COLONIAL PIPELINE CO,LINE 1 BATON ROUGE TO COLLINS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,GREENSBURG,ST. HELENA,LA,30.92979,-90.82982,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2853.5,0.0,19.5,2834.0,NO,NO,YES,1/12/2016 14:16,1/14/2016 9:10,0.0,75000.0,360000.0,10000.0,75000.0,3680000.0,0.0,4200000.0
27.02,2016-01,2016,2016-01,2016-01-08,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,BURLINGTON,BOONE,KY,39.0355,-84.6902,CORROSION,INTERNAL,10.0,0.0,10.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,13430.0,0.0,0.0,30370.0,0.0,0.0,43800.0
27.02,2016-01,2016,2016-01,2016-01-11,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.",CONWAY WEST,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,MCPHERSON,MCPHERSON,KS,38.37783053,-97.83460727,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,140.0,0.0,0.0,140.0,NO,NO,YES,1/11/2016 11:45,1/12/2016 6:30,0.0,10000.0,10160.0,0.0,26000.0,4000.0,0.0,50160.0
27.02,2016-01,2016,2016-01,2016-01-12,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA EXPLORER,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,TULSA,TULSA,OK,36.13064,-96.02448000000001,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,11.0,0.0,10.0,1.0,NO,NO,YES,1/12/2016 3:20,1/12/2016 16:00,0.0,2000.0,500.0,0.0,8000.0,12500.0,0.0,23000.0
27.02,2016-01,2016,2016-01,2016-01-12,COLONIAL PIPELINE CO,PORT SOCONY DELIVERY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,STATEN ISLAND,RICHMOND,NY,40.548003,-74.238058,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.31,0.0,0.3,0.01,NO,NO,YES,1/12/2016 10:45,1/13/2016 7:00,0.0,1000.0,26.0,0.0,0.0,25000.0,0.0,26026.0
27.02,2016-01,2016,2016-01,2016-01-12,MARATHON PIPE LINE LLC,GALVESTON BAY REFINERY - BAYTOWN 8 INCH,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,TEXAS CITY,GALVESTON ,TX,29.366003000000003,-94.92994300000001,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,0.0,0.0,0.2,NO,NO,YES,1/12/2016 11:43,1/15/2016 3:49,0.0,10.0,4.0,0.0,0.0,0.0,0.0,14.0
27.02,2016-01,2016,2016-01,2016-01-13,ENTERPRISE CRUDE PIPELINE LLC,LYNCH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOBBS,LEA,NM,32.53707,-103.52274,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,0.0,2.0,0.0,NO,NO,YES,1/13/2016 6:30,1/13/2016 12:00,0.0,3500.0,60.0,0.0,0.0,0.0,0.0,3560.0
27.02,2016-01,2016,2016-01,2016-01-13,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,HOBBS,LEA,NM,32.650659000000005,-103.139764,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.5,0.0,0.5,0.0,NO,NO,YES,1/13/2016 9:50,1/13/2016 15:00,0.0,1500.0,15.0,0.0,0.0,0.0,0.0,1515.0
27.02,2016-01,2016,2016-01,2016-01-13,"MAGELLAN TERMINALS HOLDINGS, LP",CENTRAL CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,Not Available,PAYNE,OK,35.94498,-96.74821999999999,CORROSION,INTERNAL,1.0,0.0,1.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,20000.0,100.0,0.0,411.0,0.0,0.0,20511.0
27.02,2016-01,2016,2016-01,2016-01-15,ENTERPRISE PRODUCTS OPERATING LLC,BURDEN JUNCTION TO COFFEYVILLE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE,COFFEYVILLE,MONTGOMERY,KS,37.058121,-95.634147,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,169.0,238.0,20.0,149.0,NO,NO,YES,1/15/2016 9:57,1/29/2016 8:31,0.0,152000.0,8319.0,0.0,400000.0,0.0,2500.0,562819.0
27.02,2016-01,2016,2016-01,2016-01-15,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,CARBON COUNTY,WY,41.651411100000004,-107.8231666,NATURAL FORCE DAMAGE,TEMPERATURE,1.1,0.0,0.0,1.1,NO,NO,YES,1/15/2016 17:30,1/15/2016 21:45,0.0,200.0,1000.0,0.0,0.0,0.0,0.0,1200.0
27.02,2016-01,2016,2016-01,2016-01-15,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",MORIARTY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,MORIARTY,TORRANCE,NM,34.998458,-106.023817,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0.0,0.0,0.24,YES,NO,YES,1/15/2016 19:35,1/17/2016 13:05,0.0,108000.0,50.0,0.0,1000.0,5000.0,0.0,114050.0
27.02,2016-01,2016,2016-01,2016-01-17,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,BAYONNE,HUDSON,NJ,40.661111,-74.11059499999999,CORROSION,INTERNAL,519.0,0.0,200.0,319.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,19951.0,0.0,28000.0,10000.0,19951.0,77902.0
27.02,2016-01,2016,2016-01,2016-01-18,EXXONMOBIL OIL CORP - WEST COAST,MIDWAY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,Not Available,KERN,CA,35.225037,-119.55978999999999,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.48,0.0,0.48,0.0,NO,NO,YES,1/18/2016 10:15,1/18/2016 12:00,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0
27.02,2016-01,2016,2016-01,2016-01-19,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,Not Available,MCKENZIE,ND,47.86055,-103.9325,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.0,1.0,0.0,NO,NO,YES,1/19/2016 16:04,1/19/2016 18:38,0.0,2500.0,30.0,0.0,5000.0,0.0,0.0,7530.0
27.02,2016-01,2016,2016-01,2016-01-20,SUNOCO PIPELINE L.P.,EAGLE POINT TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,WESTVILLE,GLOUCESTER,NJ,39.8653,-75.1379,NATURAL FORCE DAMAGE,TEMPERATURE,1.4,0.0,1.4,0.0,NO,NO,NO,Not Available,Not Available,0.0,0.0,116.0,0.0,6000.0,7500.0,0.0,13616.0
27.02,2016-01,2016,2016-01,2016-01-20,JAYHAWK PIPELINE LLC,FREES STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,Not Available,BARTON,KS,38.623253000000005,-98.533735,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.6,0.0,0.75,0.85,NO,NO,NO,Not Available,Not Available,0.0,100.0,23.0,0.0,4883.0,5000.0,1600.0,11606.0
27.02,2016-01,2016,2016-01,2016-01-21,ENTERPRISE PRODUCTS OPERATING LLC,OLTON STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,HALFWAY,HALE ,TX,34.217554,-102.03148900000001,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,3.0,0.0,1.0,NO,NO,NO,Not Available,Not Available,0.0,100.0,100.0,0.0,0.0,0.0,0.0,200.0
27.02,2016-01,2016,2016-01,2016-01-22,WEST SHORE PIPELINE CO,DES PLAINES,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,ARLINGTON HEIGHTS,COOK,IL,42.024238000000004,-87.950772,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,0.0,1.0,0.0,NO,NO,YES,1/22/2016 9:00,2/9/2016 7:30,0.0,7500.0,100.0,0.0,5000.0,10000.0,0.0,22600.0
27.02,2016-01,2016,2016-01,2016-01-22,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,PASADENA,HARRIS,TX,29.72536,-95.20334,CORROSION,INTERNAL,485.0,0.0,484.0,1.0,NO,NO,NO,Not Available,Not Available,0.0,71841.0,51000.0,0.0,39780.0,125658.0,807540.0,1095819.0
27.02,2016-01,2016,2016-01,2016-01-22,"ONEOK NGL PIPELINE, LLC","ONEOK #1- 10"" LAKE COLORADO CITY TO CR 349 ",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),Not Available,Not Available,NOLAN,TX,32.431944,-101.44,CORROSION,EXTERNAL,0.02,0.0,0.0,0.02,NO,NO,YES,1/23/2016 7:06,1/24/2016 16:30,0.0,75000.0,3.0,0.0,50.0,300.0,0.0,75353.0
27.02,2016-01,2016,2016-01,2016-01-22,COLONIAL PIPELINE CO,PELHAM JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,PELHAM,SHELBY,AL,33.282070000000004,-86.803177,CORROSION,EXTERNAL,2.67,0.0,2.67,0.0,NO,NO,YES,1/22/2016 19:18,1/22/2016 22:00,0.0,100.0,200.0,0.0,5000.0,19000.0,0.0,24300.0
27.02,2016-01,2016,2016-01,2016-01-23,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT CRUDE TERMINAL,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,BEAUMONT,JEFFERSON,TX,30.008867,-94.054261,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,1.0,0.0,1.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,7000.0,25.0,0.0,0.0,18000.0,0.0,25025.0
27.02,2016-01,2016,2016-01,2016-01-23,"DELEK LOGISTICS OPERATING, LLC.","PALINE PIPELINE COMPANY 10"" MAIN",ONSHORE,UNDERGROUND,CRUDE OIL,Not Available,Not Available,Not Available,TYLER,TX,30.6337,-94.21708000000001,CORROSION,EXTERNAL,180.0,0.0,160.0,20.0,NO,NO,NO,Not Available,Not Available,0.0,56130.0,1050.0,25000.0,169052.0,465186.0,20000.0,736418.0
27.02,2016-01,2016,2016-01,2016-01-26,PHILLIPS 66 PIPELINE LLC,AM-10 / BORGER PRODUCTS TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),Not Available,BORGER,HUTCHINSON,TX,35.719297999999995,-101.353026,INCORRECT OPERATION,OTHER INCORRECT OPERATION,2.8,0.0,2.8,0.0,NO,NO,NO,Not Available,Not Available,0.0,200.0,90.0,0.0,0.0,5000.0,0.0,5290.0
27.02,2016-01,2016,2016-01,2016-01-26,ENTERPRISE PRODUCTS OPERATING LLC,SEYMOUR TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),Not Available,SEYMOUR,JACKSON,IN,39.025364,-85.850245,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,533.0,0.0,480.0,53.0,NO,NO,NO,Not Available,Not Available,0.0,5600.0,23722.0,0.0,0.0,120000.0,0.0,149322.0
27.02,2016-01,2016,2016-01,2016-01-26,"GENESIS PIPELINE USA, L.P.",JAY STATION,ONSHORE,TANK,CRUDE OIL,Not Available,Not Available,JAY,SANTA ROSA,MS,30.958681,-87.179142,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,11.0,0.0,11.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,47000.0,352.0,40000.0,60000.0,30000.0,0.0,177352.0
27.02,2016-01,2016,2016-01,2016-01-27,COLONIAL PIPELINE CO,GREENSBORO JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,GREENSBORO,GUILFORD,NC,36.06684,-79.93512,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,11.0,0.0,11.0,0.0,NO,NO,NO,Not Available,Not Available,0.0,18000.0,700.0,0.0,17000.0,15000.0,0.0,50700.0
27.02,2016-01,2016,2016-01,2016-01-27,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,Not Available,MCKENZIE,ND,47.80327,-102.8791,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,22.1,0.0,22.1,0.0,NO,NO,YES,1/28/2016 6:47,1/28/2016 18:26,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,15000.0
27.02,2016-01,2016,2016-01,2016-01-28,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,BEAUMONT,JEFFERSON,TX,30.010784,-94.058079,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,0.0,0.1,0.0,NO,NO,NO,Not Available,Not Available,0.0,10000.0,6.0,0.0,0.0,5000.0,0.0,15006.0
27.02,2016-01,2016,2016-01,2016-01-28,GLASS MOUNTAIN PIPELINE,TROJAN INJECTION STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,MUTUAL,WOODWARD,OK,36.162774,-97.113141,ALL OTHER CAUSES,MISCELLANEOUS,20.0,0.0,20.0,0.0,NO,NO,YES,1/28/2016 21:00,2/8/2016 16:00,0.0,0.0,600.0,1400.0,0.0,28600.0,0.0,30600.0
27.02,2016-01,2016,2016-01,2016-01-29,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,FORT LARAMIE,GOSHEN,WY,42.12294,-104.30346,CORROSION,EXTERNAL,0.36,0.0,0.36,0.0,NO,NO,NO,Not Available,Not Available,0.0,500.0,50.0,0.0,500.0,1000.0,0.0,2050.0
27.02,2016-01,2016,2016-01,2016-01-29,PLANTATION PIPE LINE CO,BATON ROUGE TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",Not Available,BATON ROUGE,EAST BATON ROUGE,LA,30.54775,-91.169104,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.02,0.0,1.02,0.0,NO,NO,NO,Not Available,Not Available,0.0,350.0,40.0,0.0,9100.0,0.0,0.0,9490.0
27.02,2016-01,2016,2016-01,2016-01-29,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,Not Available,Not Available,MOKENA,WILL,IL,41.5543361,-87.88660279999999,CORROSION,INTERNAL,0.59,0.0,0.59,0.0,NO,NO,NO,Not Available,Not Available,0.0,50000.0,15.0,0.0,3000.0,22000.0,0.0,75015.0
