Date,Wheat Value,Soybean Value
7/30/2010,6.615,10.2275
8/2/2010,6.9325,10.2925
8/3/2010,6.8,10.3475
8/4/2010,7.2575,10.39
8/5/2010,7.8575,10.345
8/6/2010,7.2575,10.2125
8/9/2010,7.125,10.165
8/10/2010,6.9475,10.26
8/11/2010,6.9475,10.435
8/12/2010,7.13,10.34
8/13/2010,7.025,10.4525
8/16/2010,6.6375,10.3525
8/17/2010,6.51,10.1675
8/18/2010,6.56,10.0925
8/19/2010,6.8125,10.07
8/20/2010,6.79,9.995
8/23/2010,6.9225,10
8/24/2010,6.7475,10.133
8/25/2010,6.4775,10.236
8/26/2010,6.629,10.207
8/27/2010,6.755,10.096
8/30/2010,6.912,10.055
8/31/2010,6.791,10.09
9/1/2010,7.0875,10.35
9/2/2010,7.1375,10.52
9/3/2010,7.4125,10.4875
9/7/2010,7.3525,10.46
9/8/2010,7.11,10.31
9/9/2010,7.38,10.345
9/10/2010,7.3675,10.355
9/13/2010,7.45,10.425
9/14/2010,7.36,10.3625
9/15/2010,7.2675,10.69
9/16/2010,7.1925,10.845
9/17/2010,7.3925,10.8
9/20/2010,7.3175,10.885
9/21/2010,7.18,10.935
9/22/2010,7.1975,11.26
9/23/2010,6.9725,11.285
9/24/2010,7.2,11.1
9/27/2010,7.065,10.99
9/28/2010,6.8475,11.0675
9/29/2010,6.835,10.57
9/30/2010,6.74,10.54
10/1/2010,6.55,10.7175
10/4/2010,6.4725,10.62
10/5/2010,6.635,10.65
10/6/2010,6.5825,11.35
10/7/2010,6.5925,11.525
10/8/2010,7.1925,11.785
10/11/2010,7.0925,11.765
10/12/2010,7.1,11.885
10/13/2010,7.0275,11.85
10/14/2010,7.0075,11.84
10/15/2010,7.045,11.8
10/18/2010,6.9,12.12
10/19/2010,6.715,12.015
10/20/2010,6.83,11.995
10/21/2010,6.6875,12.1775
10/22/2010,6.7075,12.214
10/25/2010,6.74,12.2865
10/26/2010,6.92,12.316
10/27/2010,7.0275,12.34
10/28/2010,7.1825,12.35
10/29/2010,7.1725,12.34
11/1/2010,7.025,12.375
11/2/2010,6.9425,12.7475
11/3/2010,6.9025,12.84
11/4/2010,7.1375,12.7475
11/5/2010,7.2875,13.29
11/8/2010,7.3625,13.195
11/9/2010,7.2175,13.39
11/10/2010,7.1,12.69
11/11/2010,7.04,12.865
11/12/2010,6.6925,12.1975
11/15/2010,6.7275,12.05
11/16/2010,6.2625,12.42
11/17/2010,6.325,12.015
11/18/2010,6.4525,12.215
11/19/2010,6.445,12.39
11/22/2010,6.455,12.55
11/23/2010,6.42,12.385
11/24/2010,6.5505,12.35
11/26/2010,6.6385,12.43
11/29/2010,6.744,12.83
11/30/2010,6.8245,12.7975
12/1/2010,7.4,13.0025
12/2/2010,7.485,12.885
12/3/2010,7.79,12.855
12/6/2010,7.93,12.96
12/7/2010,7.8475,12.815
12/8/2010,7.84,12.73
12/9/2010,7.885,13.025
12/10/2010,7.755,12.96
12/13/2010,7.8025,12.965
12/14/2010,7.6325,12.89
12/15/2010,7.6475,12.9875
12/16/2010,7.4975,13.1525
12/17/2010,7.5675,13.2625
12/20/2010,7.695,13.2875
12/21/2010,7.65,13.495
12/22/2010,7.835,13.73
12/23/2010,7.83,13.78
12/27/2010,7.8025,13.704
12/28/2010,7.9825,13.72
12/29/2010,7.9925,14.0115
12/30/2010,7.8475,13.79
12/31/2010,7.9425,13.695
1/3/2011,8.055,13.935
1/4/2011,7.8925,13.78
1/5/2011,8.0825,13.65
1/6/2011,7.89,13.805
1/7/2011,7.74,13.57
1/10/2011,7.6725,14.15
1/11/2011,7.595,14.16
1/12/2011,7.705,14.225
1/13/2011,7.835,14.1325
1/14/2011,7.7325,14.115
1/18/2011,7.9325,14.1425
1/19/2011,7.9725,14.1225
1/20/2011,8.035,14.045
1/21/2011,8.245,13.745
1/24/2011,8.3525,13.855
1/25/2011,8.3825,13.995
1/26/2011,8.565,13.98
1/27/2011,8.4625,14.13
1/28/2011,8.2575,14.38
1/31/2011,8.4075,14.44
2/1/2011,8.3575,14.355
2/2/2011,8.63,14.335
2/3/2011,8.59,14.245
2/4/2011,8.5375,14.3425
2/7/2011,8.5875,14.51
2/8/2011,8.7425,14.33
2/9/2011,8.86,14.16
2/10/2011,8.6275,14.0275
2/11/2011,8.67,13.68
2/14/2011,8.72,13.66
2/15/2011,8.4025,14.045
2/16/2011,8.37,13.68
2/17/2011,8.5075,12.98
2/18/2011,8.2225,13.223
2/22/2011,7.6225,13.2265
2/23/2011,7.7005,13.712
2/24/2011,7.6135,13.6325
2/25/2011,7.9735,13.7525
2/28/2011,8.101,13.9425
3/1/2011,8.1025,14.12
3/2/2011,8.1125,14.14
3/3/2011,8.235,13.95
3/4/2011,8.3225,13.82
3/7/2011,8.0075,13.49
3/8/2011,7.7975,13.555
3/9/2011,7.5875,13.345
3/10/2011,7.405,13.4
3/11/2011,7.1875,12.7
3/14/2011,7.2075,12.87
3/15/2011,6.6775,13.3525
3/16/2011,6.62,13.625
3/17/2011,7.1025,13.63
3/18/2011,7.23,13.655
3/21/2011,7.21,13.5125
3/22/2011,7.2225,13.545
3/23/2011,7.1425,13.5825
3/24/2011,7.395,13.485
3/25/2011,7.3325,13.615
3/28/2011,7.2525,13.72
3/29/2011,7.3725,14.1025
3/30/2011,7.2725,13.9375
3/31/2011,7.6325,13.84
4/1/2011,7.595,13.7325
4/4/2011,7.9,13.765
4/5/2011,7.8625,13.635
4/6/2011,7.8225,13.9225
4/7/2011,7.7325,13.685
4/8/2011,7.975,13.2975
4/11/2011,7.9825,13.335
4/12/2011,7.595,13.31
4/13/2011,7.5275,13.3175
4/14/2011,7.405,13.4425
4/15/2011,7.4425,13.42
4/18/2011,7.75,13.5775
4/19/2011,7.8575,13.805
4/20/2011,7.85,13.895
4/21/2011,7.995,13.8405
4/25/2011,8.26,13.806
4/26/2011,8.184,13.522
4/27/2011,7.91,13.9375
4/28/2011,7.637,13.93
4/29/2011,7.9485,13.6375
5/2/2011,7.9175,13.52
5/3/2011,7.9325,13.2175
5/4/2011,7.72,13.26
5/5/2011,7.54,13.35
5/6/2011,7.595,13.38
5/9/2011,7.905,13.3175
5/10/2011,7.9875,13.4275
5/11/2011,7.59,13.295
5/12/2011,7.355,13.265
5/13/2011,7.2775,13.41
5/16/2011,7.365,13.795
5/17/2011,7.64,13.795
5/18/2011,8.17,13.8025
5/19/2011,8.12,13.7375
5/20/2011,8.065,13.7225
5/23/2011,8.03,13.77
5/24/2011,7.7975,13.8475
5/25/2011,7.965,13.7975
5/26/2011,8.145,13.76
5/27/2011,8.1975,13.8625
5/31/2011,7.8225,14.07
6/1/2011,7.5925,14.145
6/2/2011,7.6975,13.8325
6/3/2011,7.7375,13.94
6/6/2011,7.44,14.015
6/7/2011,7.3375,13.9375
6/8/2011,7.48,13.8725
6/9/2011,7.45,13.8275
6/10/2011,7.5925,13.68
6/13/2011,7.43,13.68
6/14/2011,7.3125,13.505
6/15/2011,7.085,13.33
6/16/2011,6.7325,13.3575
6/17/2011,6.7225,13.4875
6/20/2011,6.5925,13.3025
6/21/2011,6.7425,13.1775
6/22/2011,6.3825,13.2025
6/23/2011,6.49,13.2835
6/24/2011,6.3575,13.2825
6/27/2011,6.2835,13.302
6/28/2011,6.5285,13.0085
6/29/2011,6.6105,13.1275
6/30/2011,6.0835,13.2225
7/1/2011,6.1225,13.2225
7/5/2011,6.355,13.4075
7/6/2011,6.27,13.4675
7/7/2011,6.345,13.465
7/8/2011,6.5125,13.555
7/11/2011,6.3925,13.7475
7/12/2011,6.72,13.82
7/13/2011,7.145,13.8575
7/14/2011,7.07,13.855
7/15/2011,6.9475,13.7925
7/18/2011,6.895,13.7825
7/19/2011,6.935,13.8025
7/20/2011,6.97,13.8025
7/21/2011,6.7725,13.655
7/22/2011,6.9225,13.8245
7/25/2011,6.885,13.7415
7/26/2011,6.94,13.646
7/27/2011,7.0475,13.4965
7/28/2011,6.9325,13.5325
7/29/2011,6.725,13.7
8/1/2011,6.765,13.6375
8/2/2011,7.18,13.3625
8/3/2011,7.105,13.28
8/4/2011,6.8175,13.045
8/5/2011,6.79,12.9325
8/8/2011,6.565,12.955
8/9/2011,6.7175,13.2475
8/10/2011,6.85,13.2775
8/11/2011,7.0125,13.435
8/12/2011,7.025,13.4
8/15/2011,7.125,13.5675
8/16/2011,7.2475,13.52
8/17/2011,7.275,13.5975
8/18/2011,7.0775,13.765
8/19/2011,7.3075,13.895
8/22/2011,7.355,13.865
8/23/2011,7.5725,13.86
8/24/2011,7.4925,14.165
8/25/2011,7.5725,14.416
8/26/2011,7.692,14.537
8/29/2011,7.7235,14.558
8/30/2011,7.7455,14.345
8/31/2011,7.8225,14.4575
9/1/2011,7.61,14.225
9/2/2011,7.755,14.2075
9/6/2011,7.6,14.1825
9/7/2011,7.515,14.2675
9/8/2011,7.38,13.96
9/9/2011,7.2975,13.9175
9/12/2011,7.2725,13.8275
9/13/2011,7.02,13.5875
9/14/2011,7.045,13.555
9/15/2011,6.96,13.36
9/16/2011,6.8825,13.38
9/19/2011,6.73,13.205
9/20/2011,6.7475,12.83
9/21/2011,6.6675,12.58
9/22/2011,6.3375,12.5975
9/23/2011,6.4075,12.63
9/26/2011,6.4825,12.235
9/27/2011,6.5825,12.3
9/28/2011,6.3875,11.79
9/29/2011,6.5425,11.775
9/30/2011,6.0925,11.6
10/3/2011,6.195,11.6375
10/4/2011,6.04,11.6375
10/5/2011,6.2525,11.5825
10/6/2011,6.16,11.775
10/7/2011,6.075,12.355
10/10/2011,6.115,12.395
10/11/2011,6.6075,12.57
10/12/2011,6.2675,12.7
10/13/2011,6.18,12.53
10/14/2011,6.2275,12.5075
10/17/2011,6.2425,12.25
10/18/2011,6.2525,12.25
10/19/2011,6.195,12.1225
10/20/2011,6.3075,12.2675
10/21/2011,6.32,12.255
10/24/2011,6.425,12.1235
10/25/2011,6.3625,12.386
10/26/2011,6.195,12.224
10/27/2011,6.44,12.153
10/28/2011,6.445,12.025
10/31/2011,6.2825,12.0275
11/1/2011,6.3,12.2725
11/2/2011,6.235,12.21
11/3/2011,6.36,12.0175
11/4/2011,6.3675,12.05
11/7/2011,6.3875,11.855
11/8/2011,6.57,11.675
11/9/2011,6.43,11.755
11/10/2011,6.2,11.7825
11/11/2011,6.1675,12.0025
11/14/2011,6.1575,11.8775
11/15/2011,6.3275,11.6825
11/16/2011,6.1675,11.6825
11/17/2011,5.925,11.48
11/18/2011,5.9825,11.53
11/21/2011,5.915,11.225
11/22/2011,5.94,11.065
11/23/2011,5.7925,11.21
11/25/2011,5.774,11.25
11/28/2011,5.8205,11.3125
11/29/2011,6.074,11.28
11/30/2011,6.1035,11.3575
12/1/2011,6.1425,11.2625
12/2/2011,6.255,11.295
12/5/2011,6.115,11.31
12/6/2011,6.13,11.325
12/7/2011,6.005,11.07
12/8/2011,5.97,11.12
12/9/2011,5.96,11.185
12/12/2011,5.9425,11
12/13/2011,6.005,11.1175
12/14/2011,5.8075,11.3
12/15/2011,5.7925,11.37
12/16/2011,5.8375,11.445
12/19/2011,5.9975,11.5375
12/20/2011,6.0775,11.6225
12/21/2011,6.17,11.63
12/22/2011,6.2175,12.017
12/23/2011,6.22,12.0215
12/27/2011,6.4475,11.932
12/28/2011,6.5125,12.059
12/29/2011,6.4525,12.275
12/30/2011,6.5275,12.3
1/3/2012,6.57,12.09
1/4/2012,6.5,11.965
1/5/2012,6.2925,12.33
1/6/2012,6.2475,12.32
1/9/2012,6.4175,12.03
1/10/2012,6.3975,11.825
1/11/2012,6.41,11.5825
1/12/2012,6.05,11.835
1/13/2012,6.0225,11.835
1/17/2012,6.0475,11.97
1/18/2012,5.9225,11.87
1/19/2012,6.0575,12.175
1/20/2012,6.105,12.2
1/23/2012,6.1975,12.135
1/24/2012,6.335,12.2275
1/25/2012,6.4125,12.19
1/26/2012,6.535,11.8525
1/27/2012,6.4725,11.99
1/30/2012,6.4475,12.1525
1/31/2012,6.66,12.17
2/1/2012,6.7425,12.325
2/2/2012,6.6275,12.33
2/3/2012,6.6075,12.32
2/6/2012,6.685,12.315
2/7/2012,6.6225,12.275
2/8/2012,6.6075,12.29
2/9/2012,6.46,12.52
2/10/2012,6.3,12.55
2/13/2012,6.4125,12.61
2/14/2012,6.35,12.5825
2/15/2012,6.26,12.675
2/16/2012,6.2875,12.71
2/17/2012,6.44,12.7225
2/21/2012,6.33,12.7675
2/22/2012,6.445,12.8055
2/23/2012,6.4175,12.9725
2/24/2012,6.4105,13.096
2/27/2012,6.4855,13.187
2/28/2012,6.6585,13.225
2/29/2012,6.6725,13.33
3/1/2012,6.64,13.25
3/2/2012,6.745,13.3525
3/5/2012,6.72,13.2675
3/6/2012,6.5775,13.385
3/7/2012,6.3925,13.3775
3/8/2012,6.3475,13.345
3/9/2012,6.43,13.4875
3/12/2012,6.5125,13.5025
3/13/2012,6.49,13.69
3/14/2012,6.4375,13.74
3/15/2012,6.6475,13.665
3/16/2012,6.72,13.45
3/19/2012,6.5225,13.55
3/20/2012,6.425,13.495
3/21/2012,6.3625,13.6575
3/22/2012,6.4625,13.795
3/23/2012,6.5425,13.6975
3/26/2012,6.595,13.675
3/27/2012,6.3975,13.555
3/28/2012,6.3075,14.03
3/29/2012,6.125,14.21
3/30/2012,6.6075,14.1675
4/2/2012,6.57,14.195
4/3/2012,6.58,14.34
4/4/2012,6.3925,14.31
4/5/2012,6.385,14.26
4/9/2012,6.43,14.22
4/10/2012,6.2575,14.41
4/11/2012,6.28,14.3675
4/12/2012,6.3925,14.2
4/13/2012,6.235,14.2575
4/16/2012,6.1625,14.0775
4/17/2012,6.155,14.1575
4/18/2012,6.1075,14.4675
4/19/2012,6.2475,14.3725
4/20/2012,6.1575,14.6125
4/23/2012,6.25,14.74
4/24/2012,6.245,14.8085
4/25/2012,6.185,14.948
4/26/2012,6.298,15.05
4/27/2012,6.469,15.035
4/30/2012,6.5315,14.85
5/1/2012,6.43,14.735
5/2/2012,6.145,14.7825
5/3/2012,6.155,14.6575
5/4/2012,6.095,14.3825
5/7/2012,6.12,14.3025
5/8/2012,6.15,14.5525
5/9/2012,6,14.06
5/10/2012,6.0125,13.87
5/11/2012,5.97,14.13
5/14/2012,5.9825,14.22
5/15/2012,6.085,14.38
5/16/2012,6.3875,14.05
5/17/2012,6.5775,14.125
5/18/2012,6.9525,13.8225
5/21/2012,7.04,13.625
5/22/2012,6.855,13.76
5/23/2012,6.655,13.82
5/24/2012,6.63,13.8675
5/25/2012,6.8,13.7325
5/29/2012,6.5675,13.4
5/30/2012,6.5375,13.4425
5/31/2012,6.4375,13.4
6/1/2012,6.1225,13.495
6/4/2012,6.2775,13.8625
6/5/2012,6.1325,14.28
6/6/2012,6.2425,14.2625
6/7/2012,6.4175,14.2475
6/8/2012,6.3025,14.35
6/11/2012,6.305,14.0825
6/12/2012,6.16,13.86
6/13/2012,6.16,13.76
6/14/2012,6.235,13.8425
6/15/2012,6.095,14.3375
6/18/2012,6.3025,14.465
6/19/2012,6.495,14.385
6/20/2012,6.64,14.425
6/21/2012,6.6175,14.825
6/22/2012,6.7325,14.675
6/25/2012,7.2425,14.65
6/26/2012,7.326,14.5415
6/27/2012,7.397,14.8795
6/28/2012,7.38,14.9425
6/29/2012,7.536,15.295
7/2/2012,7.725,15.83
7/3/2012,7.9925,15.6725
7/5/2012,8.38,16.0675
7/6/2012,8.0625,15.905
7/9/2012,8.2825,15.715
7/10/2012,8.2125,15.725
7/11/2012,8.2625,15.9475
7/12/2012,8.4675,16.3375
7/13/2012,8.4775,16.39
7/16/2012,8.845,16.835
7/17/2012,8.85,17.3375
7/18/2012,9.0325,17.575
7/19/2012,9.35,16.985
7/20/2012,9.4325,16.4925
7/23/2012,9.1275,16.9425
7/24/2012,8.7875,16.439
7/25/2012,9.0325,16.6165
7/26/2012,8.84,16.9065
7/27/2012,8.98,16.696
7/30/2012,9.145,16.3875
7/31/2012,8.8825,16.235
8/1/2012,8.795,16.3575
8/2/2012,8.65,15.925
8/3/2012,8.9125,15.765
8/6/2012,8.9325,16
8/7/2012,8.89,16.5475
8/8/2012,8.9925,16.7325
8/9/2012,9.13,16.2225
8/10/2012,8.8525,16.235
8/13/2012,8.5675,16.5975
8/14/2012,8.3975,16.5625
8/15/2012,8.4675,16.71
8/16/2012,8.6175,17.0375
8/17/2012,8.745,17.535
8/20/2012,8.795,17.48
8/21/2012,9.005,17.2725
8/22/2012,8.965,17.375
8/23/2012,8.745,17.2975
8/24/2012,8.675,17.3045
8/27/2012,8.62,17.5915
8/28/2012,8.589,17.662
8/29/2012,8.936,17.581
8/30/2012,8.952,17.6825
8/31/2012,8.856,17.475
9/4/2012,8.8875,17.47
9/5/2012,8.6775,17.365
9/6/2012,8.9175,17.1875
9/7/2012,9.05,17.015
9/10/2012,8.8975,17.4575
9/11/2012,8.8375,17.4725
9/12/2012,8.9,17.39
9/13/2012,9.02,16.69
9/14/2012,9.2425,16.4
9/17/2012,8.78,16.695
9/18/2012,8.635,16.1875
9/19/2012,8.815,16.2175
9/20/2012,8.795,16.1
9/21/2012,8.9725,16.115
9/24/2012,8.92,15.73
9/25/2012,8.865,15.7075
9/26/2012,8.6925,16.01
9/27/2012,8.555,15.6025
9/28/2012,9.025,15.305
10/1/2012,8.8425,15.3175
10/2/2012,8.715,15.515
10/3/2012,8.73,15.515
10/4/2012,8.6925,15.51
10/5/2012,8.575,15.5
10/8/2012,8.61,15.2325
10/9/2012,8.6425,15.485
10/10/2012,8.6975,15.225
10/11/2012,8.86,14.925
10/12/2012,8.5675,14.9375
10/15/2012,8.4825,15.0925
10/16/2012,8.4775,15.455
10/17/2012,8.5625,15.3425
10/18/2012,8.685,15.465
10/19/2012,8.725,15.5325
10/22/2012,8.7825,15.705
10/23/2012,8.6875,15.64
10/24/2012,8.84,15.6175
10/25/2012,8.7275,15.2825
10/26/2012,8.6375,15.354
10/29/2012,8.58,15.484
10/30/2012,8.5675,15.6
10/31/2012,8.645,15.2675
11/1/2012,8.685,15.0325
11/2/2012,8.645,15.155
11/5/2012,8.66,15.07
11/6/2012,8.77,14.9575
11/7/2012,8.94,14.5125
11/8/2012,9.025,14.05
11/9/2012,8.865,14.08
11/12/2012,8.5775,14.19
11/13/2012,8.51,14.02
11/14/2012,8.4875,13.8325
11/15/2012,8.455,13.9475
11/16/2012,8.38,14.1275
11/19/2012,8.4175,14.0825
11/20/2012,8.45,14.1875
11/21/2012,8.4525,14.2475
11/23/2012,8.4775,14.4925
11/26/2012,8.49,14.4625
11/27/2012,8.761,14.48
11/28/2012,8.821,14.3875
11/29/2012,8.79,14.5375
11/30/2012,8.5975,14.555
12/3/2012,8.6075,14.7925
12/4/2012,8.565,14.9125
12/5/2012,8.6,14.7225
12/6/2012,8.62,14.7475
12/7/2012,8.61,14.72
12/10/2012,8.4875,14.735
12/11/2012,8.215,14.765
12/12/2012,8.12,14.96
12/13/2012,8.085,14.9625
12/14/2012,8.14,14.66
12/17/2012,8.08,14.37
12/18/2012,8.1125,14.0875
12/19/2012,8.0575,14.3075
12/20/2012,7.905,14.3975
12/21/2012,7.92,14.233
12/24/2012,7.9375,14.1685
12/26/2012,7.745,14.204
12/27/2012,7.7225,14.1135
12/28/2012,7.7875,13.9225
12/31/2012,7.78,13.865
1/2/2013,7.5525,13.6725
1/3/2013,7.555,13.885
1/4/2013,7.4725,13.865
1/7/2013,7.5125,13.855
1/8/2013,7.505,13.7975
1/9/2013,7.455,13.7325
1/10/2013,7.445,14.18
1/11/2013,7.5475,14.135
1/14/2013,7.67,14.365
1/15/2013,7.8275,14.3025
1/16/2013,7.85,14.2925
1/17/2013,7.8125,14.5175
1/18/2013,7.9125,14.37
1/22/2013,7.7925,14.3525
1/23/2013,7.7475,14.41
1/24/2013,7.685,14.4775
1/25/2013,7.765,14.5175
1/28/2013,7.7925,14.7875
1/29/2013,7.77,14.685
1/30/2013,7.87,14.7425
1/31/2013,7.795,14.8875
2/1/2013,7.65,14.955
2/4/2013,7.63,14.875
2/5/2013,7.575,14.8675
2/6/2013,7.615,14.525
2/7/2013,7.56,14.315
2/8/2013,7.5625,14.2075
2/11/2013,7.415,14.23
2/12/2013,7.32,14.18
2/13/2013,7.355,14.245
2/14/2013,7.32,14.7025
2/15/2013,7.4225,14.8275
2/19/2013,7.3225,14.8775
2/20/2013,7.385,14.6125
2/21/2013,7.2125,14.4805
2/22/2013,7.15,14.4135
2/25/2013,7.0045,14.467
2/26/2013,7.0785,14.5665
2/27/2013,7.089,14.435
2/28/2013,7.1315,14.62
3/1/2013,7.205,14.665
3/4/2013,7.025,14.66
3/5/2013,7.06,14.735
3/6/2013,6.8375,14.71
3/7/2013,6.955,14.795
3/8/2013,6.97,14.6875
3/11/2013,7,14.47
3/12/2013,7.035,14.355
3/13/2013,7.1,14.26
3/14/2013,7.2475,14.095
3/15/2013,7.23,14.0675
3/18/2013,7.1275,14.1975
3/19/2013,7.22,14.49
3/20/2013,7.36,14.405
3/21/2013,7.2875,14.3725
3/22/2013,7.2975,14.4775
3/25/2013,7.2725,14.5375
3/26/2013,7.315,14.0475
3/27/2013,7.3675,13.9075
3/28/2013,6.8775,13.94
4/1/2013,6.64,13.8025
4/2/2013,6.7075,13.72
4/3/2013,6.965,13.6175
4/4/2013,6.94,13.78
4/5/2013,6.99,13.955
4/8/2013,7.125,13.9275
4/9/2013,7.0875,14.02
4/10/2013,6.9675,14.13
4/11/2013,6.9775,13.95
4/12/2013,7.1475,14.115
4/15/2013,6.9375,14.2225
4/16/2013,7.035,14.305
4/17/2013,7.0375,14.2825
4/18/2013,7.0275,14.1725
4/19/2013,7.09,14.1975
4/22/2013,7.0225,14.04
4/23/2013,6.975,14.1325
4/24/2013,6.9175,14.1085
4/25/2013,7.0175,14.3395
4/26/2013,6.9025,14.1275
4/29/2013,7.138,13.73
4/30/2013,7.2915,13.7225
5/1/2013,7.21,13.8725
5/2/2013,7.285,13.6925
5/3/2013,7.21,13.8225
5/6/2013,7.0275,13.9075
5/7/2013,7.09,14.0875
5/8/2013,7.06,13.99
5/9/2013,7.235,14.1925
5/10/2013,7.0425,14.1475
5/13/2013,7.0975,14.1275
5/14/2013,7.1075,14.275
5/15/2013,6.9375,14.485
5/16/2013,6.8775,14.645
5/17/2013,6.8325,14.7825
5/20/2013,6.8525,14.9425
5/21/2013,6.805,14.995
5/22/2013,6.885,14.7625
5/23/2013,7.0325,15.0925
5/24/2013,6.975,15.0175
5/28/2013,6.9375,14.9575
5/29/2013,7.0275,15.1
5/30/2013,6.9875,15.325
5/31/2013,7.055,15.2875
6/3/2013,7.0875,15.32
6/4/2013,7.09,15.2725
6/5/2013,7.015,15.2825
6/6/2013,6.9775,15.1175
6/7/2013,6.9625,15.405
6/10/2013,6.8975,15.4075
6/11/2013,6.9675,15.1025
6/12/2013,6.83,15.165
6/13/2013,6.855,15.125
6/14/2013,6.8075,15.1075
6/17/2013,6.805,15.23
6/18/2013,6.875,14.975
6/19/2013,7.07,14.9325
6/20/2013,7.005,15.12
6/21/2013,6.98,15.0605
6/24/2013,6.79,14.9065
6/25/2013,6.776,14.789
6/26/2013,6.71,14.577
6/27/2013,6.6965,14.3625
6/28/2013,6.559,14.335
7/1/2013,6.55,14.4125
7/2/2013,6.5825,14.32
7/3/2013,6.65,14.555
7/5/2013,6.6,14.6825
7/8/2013,6.63,14.6475
7/9/2013,6.775,14.72
7/10/2013,6.79,14.29
7/11/2013,6.83,14.5375
7/12/2013,6.81,14.7525
7/15/2013,6.695,14.775
7/16/2013,6.695,14.6925
7/17/2013,6.65,14.9075
7/18/2013,6.605,15.2025
7/19/2013,6.645,14.625
7/22/2013,6.5975,13.925
7/23/2013,6.5375,13.5525
7/24/2013,6.5325,13.3485
7/25/2013,6.4925,13.293
7/26/2013,6.5025,12.894
7/29/2013,6.515,12.746
7/30/2013,6.5525,12.3425
7/31/2013,6.6425,12.1275
8/1/2013,6.58,12.075
8/2/2013,6.605,11.935
8/5/2013,6.4525,11.99
8/6/2013,6.505,12.2775
8/7/2013,6.435,12.185
8/8/2013,6.4125,12.565
8/9/2013,6.335,12.5775
8/12/2013,6.35,12.695
8/13/2013,6.2825,12.8825
8/14/2013,6.305,12.8325
8/15/2013,6.375,13.22
8/16/2013,6.31,13.0925
8/19/2013,6.415,13.33
8/20/2013,6.3425,13.22
8/21/2013,6.3875,13.6525
8/22/2013,6.305,14.2775
8/23/2013,6.345,14.053
8/26/2013,6.5475,14.089
8/27/2013,6.5335,13.931
8/28/2013,6.517,13.708
8/29/2013,6.4905,13.8675
8/30/2013,6.5185,13.525
9/3/2013,6.4725,13.675
9/4/2013,6.4625,13.6775
9/5/2013,6.4025,13.565
9/6/2013,6.4775,13.55
9/9/2013,6.4125,13.5825
9/10/2013,6.465,13.96
9/11/2013,6.48,13.815
9/12/2013,6.53,13.4825
9/13/2013,6.415,13.425
9/16/2013,6.4125,13.4775
9/17/2013,6.43,13.395
9/18/2013,6.465,13.1525
9/19/2013,6.57,13.0775
9/20/2013,6.4625,13.125
9/23/2013,6.535,13.2175
9/24/2013,6.5825,13.1675
9/25/2013,6.705,13.1975
9/26/2013,6.7825,12.8275
9/27/2013,6.83,12.68
9/30/2013,6.785,12.7375
10/1/2013,6.8125,12.8825
10/2/2013,6.86,12.95
10/3/2013,6.8925,12.965
10/4/2013,6.87,12.8875
10/7/2013,6.9475,12.8775
10/8/2013,6.935,12.88
10/9/2013,6.905,12.6675
10/10/2013,6.855,12.73
10/11/2013,6.9225,12.67
10/14/2013,6.925,12.765
10/15/2013,6.8575,12.9325
10/16/2013,6.815,12.9125
10/17/2013,6.86,13.0325
10/18/2013,7.0575,13.0225
10/21/2013,6.9975,13.1
10/22/2013,7.0075,13.0975
10/23/2013,7.0175,13
10/24/2013,6.965,12.706
10/25/2013,6.9075,12.757
10/28/2013,6.81,12.809
10/29/2013,6.8125,12.6905
10/30/2013,6.75,12.515
10/31/2013,6.675,12.565
11/1/2013,6.6775,12.5025
11/4/2013,6.6275,12.55
11/5/2013,6.56,12.665
11/6/2013,6.5325,12.96
11/7/2013,6.53,13.01
11/8/2013,6.4975,13.145
11/11/2013,6.4625,13.15
11/12/2013,6.4525,13.135
11/13/2013,6.455,12.805
11/14/2013,6.4475,12.875
11/15/2013,6.445,12.7625
11/18/2013,6.4225,12.7375
11/19/2013,6.5025,12.915
11/20/2013,6.4725,13.195
11/21/2013,6.4875,13.2925
11/22/2013,6.495,13.2925
11/25/2013,6.5385,13.2
11/26/2013,6.503,13.365
11/27/2013,6.586,13.2125
11/29/2013,6.66,13.1975
12/2/2013,6.6175,13.295
12/3/2013,6.6825,13.28
12/4/2013,6.6175,13.255
12/5/2013,6.52,13.4375
12/6/2013,6.51,13.3825
12/9/2013,6.505,13.44
12/10/2013,6.3875,13.2375
12/11/2013,6.4075,13.275
12/12/2013,6.3375,13.3775
12/13/2013,6.2875,13.465
12/16/2013,6.2175,13.24
12/17/2013,6.1975,13.27
12/18/2013,6.1275,13.39
12/19/2013,6.1075,13.285
12/20/2013,6.135,13.3375
12/23/2013,6.095,13.1605
12/24/2013,6.0625,13.244
12/26/2013,6.06,13.1655
12/27/2013,6.09,12.965
12/30/2013,6.005,12.7
12/31/2013,6.0525,12.7125
1/2/2014,5.97,12.7675
1/3/2014,6.0575,12.76
1/6/2014,6.0575,12.6925
1/7/2014,6.025,12.7375
1/8/2014,5.8875,12.785
1/9/2014,5.8425,12.9425
1/10/2014,5.69,13.07
1/13/2014,5.735,13.18
1/14/2014,5.7925,13.15
1/15/2014,5.6775,13.165
1/16/2014,5.7275,12.805
1/17/2014,5.635,12.795
1/20/2014,6.2325,12.77
1/21/2014,5.6225,12.8475
1/22/2014,5.6125,12.8775
1/23/2014,5.7,12.855
